ticket_id,created_date,issue_category,priority,first_response_minutes,resolution_time_hours,agent_experience_years,reopened,channel,customer_satisfaction
406,2024-12-30,Technical,High,231,17,3.4,Yes,Chat,Low
407,2024-12-27,Delivery,Medium,150,54,3.8,Yes,Phone,Low
408,2024-04-23,Account,Urgent,233,22,5.5,No,Phone,Low
409,2024-03-26,Account,Medium,153,16,5.7,Yes,Email,Low
410,2024-03-03,Billing,High,238,52,7.9,No,Chat,Low
411,2024-01-19,Technical,Urgent,214,42,7.9,Yes,Phone,Low
412,2024-08-06,Technical,Urgent,62,11,9.7,No,Phone,Low
413,2024-11-02,Account,High,80,1,4.9,No,Email,Medium
414,2024-02-17,Account,High,74,47,7.5,No,Email,Low
415,2024-05-24,Account,Medium,28,26,5.5,Yes,Chat,Medium
416,2024-01-03,Technical,Low,208,40,1.6,No,Chat,Low
417,2024-09-11,Other,Medium,23,30,9.7,Yes,Chat,Medium
418,2024-02-03,Technical,Medium,108,41,5.0,No,Email,Medium
419,2024-05-10,Technical,Medium,232,14,8.7,No,Chat,Medium
420,2024-10-03,Technical,Low,121,70,2.3,No,Chat,Low
421,2024-07-23,Account,Low,225,8,2.4,No,Email,Low
422,2024-01-01,Other,Urgent,78,53,7.2,No,Chat,Low
423,2024-05-14,Technical,High,168,67,7.9,No,Email,Low
424,2024-07-29,Technical,Urgent,180,62,8.9,No,Chat,Low
425,2024-05-11,Billing,Low,88,45,2.9,No,Chat,Low
426,2024-09-21,Billing,Urgent,15,22,3.3,No,Chat,Medium
427,2024-10-07,Other,High,42,69,7.5,No,Phone,Low
428,2024-06-11,Billing,Medium,154,47,7.6,No,Chat,Medium
429,2024-06-07,Account,Urgent,230,58,5.4,No,Phone,Low
430,2024-04-16,Account,Urgent,218,33,1.3,Yes,Email,Low
431,2024-10-01,Other,Low,171,37,5.1,Yes,Email,Low
432,2024-12-01,Technical,High,218,36,4.0,Yes,Phone,Low
433,2024-06-25,Other,High,83,11,3.0,Yes,Email,Low
434,2024-08-24,Billing,Urgent,100,29,5.6,No,Phone,Low
435,2024-06-11,Billing,Medium,168,52,7.8,No,Phone,Medium
436,2024-12-17,Delivery,High,86,11,7.4,Yes,Chat,Low
437,2024-04-16,Other,Low,167,37,3.4,No,Phone,Low
438,2024-08-24,Other,Urgent,62,26,7.8,Yes,Chat,Low
439,2024-04-23,Delivery,Urgent,31,61,7.2,Yes,Phone,Low
440,2024-01-09,Billing,Urgent,68,58,4.3,No,Chat,Low
441,2024-08-29,Other,High,219,46,5.7,No,Email,Low
442,2024-12-20,Technical,High,162,18,9.9,No,Chat,Low
443,2024-09-16,Account,Medium,29,7,3.8,No,Phone,Medium
444,2024-05-31,Delivery,Low,84,7,4.0,No,Phone,Low
445,2024-08-16,Delivery,Medium,233,68,9.6,Yes,Chat,Low
446,2024-01-17,Other,High,20,9,1.4,No,Phone,Medium
447,2024-10-29,Technical,Medium,234,53,6.2,No,Phone,Medium
448,2024-11-25,Delivery,Medium,31,2,9.4,Yes,Phone,Medium
449,2024-08-31,Billing,Urgent,161,53,9.0,No,Chat,Low
450,2024-11-18,Other,High,134,28,2.0,No,Phone,Low
451,2024-06-14,Other,Medium,36,12,1.4,Yes,Phone,Low
452,2024-04-05,Technical,High,85,64,1.8,No,Email,Low
453,2024-04-06,Other,High,17,51,1.8,Yes,Chat,Low
454,2024-07-27,Other,Medium,35,57,5.5,No,Chat,Medium
455,2024-10-15,Billing,Medium,75,16,0.9,Yes,Email,Low
456,2024-06-18,Account,Urgent,82,8,4.5,No,Phone,Low
457,2024-09-22,Delivery,Low,119,8,6.1,Yes,Chat,Low
458,2024-07-12,Account,High,99,58,5.5,No,Chat,Low
459,2024-09-25,Delivery,Urgent,49,29,4.4,Yes,Email,Low
460,2024-01-01,Delivery,High,19,7,4.1,Yes,Email,Low
461,2024-12-01,Billing,Medium,184,32,8.5,Yes,Phone,Low
462,2024-09-08,Technical,Urgent,119,54,4.2,Yes,Chat,Low
463,2024-12-15,Account,High,23,22,1.1,No,Phone,Medium
464,2024-04-20,Other,Urgent,192,56,3.7,No,Email,Low
465,2024-07-26,Billing,High,127,17,9.5,No,Phone,Low
466,2024-07-15,Account,Urgent,116,4,8.4,No,Chat,Medium
467,2024-01-02,Delivery,High,70,69,3.8,No,Phone,Low
468,2024-03-25,Delivery,High,23,26,8.8,Yes,Phone,Medium
469,2024-06-01,Billing,Low,117,13,4.9,Yes,Phone,Low
470,2024-01-21,Billing,Low,42,45,6.6,No,Phone,Medium
471,2024-06-06,Other,Urgent,148,42,6.5,Yes,Phone,Low
472,2024-05-22,Delivery,Urgent,33,46,3.1,Yes,Phone,Low
473,2024-09-26,Billing,Medium,53,66,5.2,Yes,Phone,Low
474,2024-09-24,Other,High,49,35,2.6,No,Email,Low
475,2024-03-17,Delivery,Urgent,21,47,4.4,No,Email,Medium
476,2024-06-09,Technical,High,144,59,8.7,No,Chat,Low
477,2024-03-24,Technical,Medium,53,54,4.1,No,Phone,Low
478,2024-11-09,Account,Low,184,45,5.9,Yes,Chat,Low
479,2024-02-27,Technical,Urgent,61,28,1.9,Yes,Phone,Low
480,2024-07-15,Delivery,High,129,53,2.7,No,Chat,Low
481,2024-09-13,Technical,High,78,50,6.6,No,Phone,Low
482,2024-12-14,Account,Medium,88,56,3.1,Yes,Email,Low
483,2024-01-20,Technical,Urgent,174,72,6.2,Yes,Chat,Low
484,2024-05-05,Technical,Low,16,16,3.7,No,Phone,Medium
485,2024-01-15,Technical,High,87,51,3.7,Yes,Chat,Low
486,2024-07-06,Delivery,High,113,50,4.0,Yes,Phone,Low
487,2024-06-25,Delivery,Low,211,59,9.2,No,Email,Medium
488,2024-05-16,Technical,Urgent,229,22,2.5,No,Chat,Low
489,2024-03-04,Account,Medium,151,62,8.1,No,Chat,Medium
490,2024-05-17,Other,Urgent,65,33,7.5,Yes,Chat,Low
491,2024-09-29,Account,High,70,63,4.1,Yes,Phone,Low
492,2024-05-26,Other,Urgent,45,65,9.5,No,Phone,Low
493,2024-02-11,Delivery,High,143,57,8.7,No,Phone,Low
494,2024-11-30,Other,High,139,63,2.5,Yes,Email,Low
495,2024-07-04,Delivery,Low,64,58,3.3,Yes,Phone,Low
496,2024-11-27,Technical,Low,184,29,1.7,No,Email,Low
497,2024-05-28,Delivery,Medium,140,38,0.9,Yes,Chat,Low
498,2024-09-15,Technical,Urgent,24,52,5.6,No,Email,Medium
499,2024-10-06,Technical,Low,165,38,3.8,No,Chat,Low
500,2024-05-26,Other,Urgent,131,25,7.7,Yes,Email,Low
501,2024-09-02,Billing,Medium,5,24,5.0,No,Chat,High
502,2024-07-22,Technical,High,68,29,7.7,No,Email,Low
503,2024-10-08,Technical,Medium,30,29,6.5,Yes,Phone,Medium
504,2024-12-15,Technical,High,134,43,2.2,No,Email,Low
505,2024-01-04,Account,High,118,56,0.7,No,Phone,Low
506,2024-07-31,Account,Medium,111,69,3.1,Yes,Email,Low
507,2024-01-14,Delivery,Urgent,94,5,7.0,Yes,Chat,Medium
508,2024-12-11,Account,Urgent,201,22,9.2,Yes,Phone,Low
509,2024-05-19,Other,Low,200,23,5.3,No,Chat,Medium
510,2024-05-15,Other,High,20,25,2.2,No,Chat,Medium
511,2024-05-07,Other,High,7,64,7.1,No,Email,Medium
512,2024-09-06,Other,Low,169,6,6.1,Yes,Chat,Medium
513,2024-04-12,Delivery,Medium,189,28,9.7,Yes,Email,Low
514,2024-12-28,Technical,Urgent,154,38,0.5,Yes,Chat,Low
515,2024-03-01,Billing,Low,132,41,9.2,Yes,Email,Low
516,2024-01-20,Billing,Low,74,36,4.3,Yes,Phone,Low
517,2024-05-30,Technical,High,160,54,1.2,Yes,Email,Low
518,2024-02-23,Billing,Medium,209,35,1.9,No,Chat,Low
519,2024-04-02,Delivery,Low,62,19,8.2,No,Phone,Medium
520,2024-05-26,Other,Medium,236,62,1.1,Yes,Email,Low
521,2024-01-05,Technical,Low,191,28,5.4,No,Chat,Medium
522,2024-02-18,Technical,Low,205,40,1.3,Yes,Email,Low
523,2024-03-10,Delivery,Medium,170,30,8.6,No,Email,Medium
524,2024-09-03,Other,Low,209,50,1.7,Yes,Email,Low
525,2024-06-21,Other,High,113,18,5.8,No,Phone,Low
526,2024-06-26,Billing,Medium,186,23,3.8,Yes,Chat,Low
527,2024-06-24,Delivery,High,176,39,2.4,No,Phone,Low
528,2024-03-18,Account,Low,35,37,1.0,Yes,Email,Low
529,2024-07-24,Delivery,Low,98,36,0.7,Yes,Phone,Low
530,2024-01-07,Other,Urgent,66,53,6.6,Yes,Chat,Low
531,2024-05-24,Delivery,High,176,3,9.8,Yes,Phone,Medium
532,2024-04-08,Other,Medium,65,54,2.1,Yes,Email,Low
533,2024-07-27,Technical,Low,198,15,3.0,No,Chat,Low
534,2024-04-10,Delivery,High,103,46,2.7,No,Phone,Low
535,2024-10-06,Technical,Low,210,71,9.3,No,Chat,Medium
536,2024-06-30,Other,Low,159,8,5.0,No,Chat,Medium
537,2024-01-11,Account,Low,13,33,0.9,Yes,Phone,Medium
538,2024-12-10,Delivery,High,151,67,9.9,No,Phone,Low
539,2024-02-26,Delivery,High,232,9,8.3,No,Chat,Low
540,2024-08-26,Billing,Medium,62,70,3.9,No,Email,Low
541,2024-04-05,Account,Medium,17,43,2.8,Yes,Phone,Medium
542,2024-11-11,Delivery,Urgent,166,70,7.3,Yes,Chat,Low
543,2024-02-07,Delivery,Urgent,7,33,9.9,No,Chat,Medium
544,2024-08-10,Delivery,Urgent,75,38,8.3,No,Phone,Low
545,2024-03-18,Other,Medium,92,46,5.3,Yes,Email,Low
546,2024-10-15,Account,High,144,72,1.4,Yes,Chat,Low
547,2024-08-07,Delivery,High,97,51,6.6,No,Chat,Low
548,2024-09-07,Billing,High,121,17,7.2,Yes,Email,Low
549,2024-04-03,Account,Urgent,79,39,2.5,No,Phone,Low
550,2024-04-09,Account,Medium,227,51,7.4,No,Email,Medium
551,2024-08-17,Delivery,High,78,45,6.5,Yes,Chat,Low
552,2024-06-23,Other,Urgent,145,72,9.4,No,Chat,Low
553,2024-12-07,Technical,High,90,47,6.7,No,Chat,Low
554,2024-08-25,Account,High,90,38,3.3,No,Chat,Low
555,2024-12-26,Billing,High,192,35,1.3,No,Email,Low
556,2024-05-25,Other,Low,98,13,1.1,No,Chat,Low
557,2024-07-04,Delivery,Medium,68,49,5.1,No,Email,Medium
558,2024-09-13,Billing,High,162,33,4.0,No,Email,Low
559,2024-11-09,Billing,High,43,68,6.9,No,Email,Low
560,2024-09-11,Account,Urgent,155,31,7.9,Yes,Phone,Low
561,2024-04-04,Billing,Medium,158,4,6.1,Yes,Email,Medium
562,2024-09-22,Other,High,105,56,0.6,No,Chat,Low
563,2024-06-24,Technical,Medium,117,29,0.6,Yes,Phone,Low
564,2024-07-07,Technical,Urgent,7,20,1.0,Yes,Email,Low
565,2024-12-20,Technical,Medium,99,33,2.4,Yes,Chat,Low
566,2024-01-08,Account,Urgent,223,40,3.1,No,Email,Low
567,2024-07-03,Billing,Low,76,48,8.6,Yes,Chat,Low
568,2024-04-28,Delivery,High,46,52,7.4,Yes,Email,Low
569,2024-12-16,Delivery,High,49,8,9.7,No,Chat,Low
570,2024-04-10,Delivery,Low,26,52,5.7,No,Email,High
571,2024-12-04,Other,Urgent,106,62,7.7,Yes,Phone,Low
572,2024-12-22,Technical,Medium,57,14,7.3,Yes,Email,Low
573,2024-06-20,Other,Low,226,34,1.7,Yes,Chat,Low
574,2024-10-19,Billing,High,18,40,3.5,No,Phone,Medium
575,2024-09-22,Delivery,Urgent,84,26,0.6,No,Email,Low
576,2024-02-28,Delivery,Low,238,18,9.9,No,Phone,Medium
577,2024-11-13,Other,Medium,55,43,8.4,Yes,Phone,Low
578,2024-05-16,Technical,High,171,64,2.4,Yes,Email,Low
579,2024-02-05,Account,Medium,14,29,3.3,Yes,Phone,Medium
580,2024-04-16,Billing,Medium,213,6,1.0,No,Phone,Medium
581,2024-08-31,Delivery,Medium,126,59,2.6,No,Chat,Low
582,2024-04-03,Billing,Urgent,98,55,7.4,No,Email,Low
583,2024-08-27,Account,High,171,16,4.9,Yes,Phone,Low
584,2024-03-22,Other,Medium,8,50,3.1,Yes,Email,Medium
585,2024-09-28,Billing,Medium,169,32,1.2,Yes,Chat,Low
586,2024-10-24,Other,High,20,10,1.6,No,Phone,Medium
587,2024-07-17,Technical,Low,157,48,3.7,No,Chat,Low
588,2024-01-28,Billing,Urgent,111,24,1.4,No,Phone,Low
589,2024-05-10,Other,Medium,178,54,4.6,Yes,Phone,Low
590,2024-07-20,Billing,Low,82,62,5.8,Yes,Phone,Low
591,2024-09-16,Account,High,189,40,8.5,Yes,Chat,Low
592,2024-10-21,Delivery,Urgent,37,65,5.8,Yes,Chat,Low
593,2024-06-25,Technical,Medium,100,61,5.2,Yes,Phone,Low
594,2024-06-29,Other,Urgent,62,60,2.5,No,Chat,Low
595,2024-07-04,Delivery,Low,192,34,2.8,No,Phone,Low
596,2024-04-22,Delivery,Low,214,28,1.2,Yes,Phone,Low
597,2024-12-05,Technical,Low,161,49,6.5,Yes,Chat,Low
598,2024-08-26,Delivery,Urgent,206,20,3.1,No,Phone,Low
599,2024-03-03,Billing,Urgent,188,26,6.5,Yes,Chat,Low
600,2024-02-16,Delivery,High,35,5,2.2,Yes,Chat,Low
601,2024-11-22,Account,High,146,17,5.8,Yes,Phone,Low
602,2024-02-10,Account,Low,80,6,1.3,No,Phone,Medium
603,2024-10-07,Billing,Urgent,200,31,4.0,Yes,Phone,Low
604,2024-04-09,Account,Medium,196,19,9.4,No,Phone,Medium
605,2024-12-27,Other,Medium,228,25,9.9,No,Phone,Medium
606,2024-07-16,Billing,Urgent,89,7,5.0,Yes,Email,Low
607,2024-06-10,Account,Medium,38,72,9.2,No,Phone,Medium
608,2024-02-13,Billing,Low,164,60,5.1,No,Email,Medium
609,2024-10-25,Delivery,Low,76,54,5.4,Yes,Phone,Low
610,2024-12-25,Technical,Low,82,39,3.6,Yes,Chat,Low
611,2024-10-07,Technical,Medium,129,1,3.4,No,Email,Medium
612,2024-10-19,Technical,High,211,7,9.4,No,Phone,Low
613,2024-05-08,Billing,High,163,24,1.2,Yes,Phone,Low
614,2024-10-09,Delivery,High,200,66,10.0,No,Phone,Low
615,2024-09-26,Other,Low,70,46,8.6,No,Email,Medium
616,2024-02-10,Billing,Medium,121,37,3.4,Yes,Email,Low
617,2024-09-01,Account,Urgent,98,24,8.7,Yes,Chat,Low
618,2024-02-15,Account,Low,56,70,5.7,No,Phone,Medium
619,2024-06-25,Other,Low,98,65,2.6,No,Email,Low
620,2024-10-23,Billing,Medium,205,16,4.4,No,Email,Low
621,2024-12-21,Other,High,24,14,5.9,Yes,Chat,Medium
622,2024-01-20,Other,Low,220,49,3.9,No,Phone,Low
623,2024-10-02,Other,Low,134,39,1.2,No,Chat,Low
624,2024-01-03,Delivery,High,92,5,6.4,Yes,Email,Medium
625,2024-03-03,Account,High,74,35,2.6,No,Email,Low
626,2024-12-31,Technical,Low,190,69,4.6,No,Email,Low
627,2024-11-05,Billing,Medium,225,21,3.0,Yes,Phone,Low
628,2024-01-14,Billing,High,131,7,7.7,No,Chat,Low
629,2024-03-17,Account,Urgent,121,33,4.3,No,Email,Low
630,2024-03-23,Other,High,222,5,9.3,No,Email,Medium
631,2024-06-03,Technical,Urgent,65,45,1.5,No,Email,Low
632,2024-03-27,Delivery,Medium,154,7,1.8,Yes,Phone,Low
633,2024-10-18,Other,Low,218,56,2.1,No,Phone,Low
634,2024-01-29,Technical,Low,134,42,2.8,No,Chat,Low
635,2024-05-13,Other,Urgent,17,55,8.7,Yes,Email,Medium
636,2024-11-15,Technical,Low,104,40,8.0,No,Email,Medium
637,2024-03-02,Billing,High,70,38,3.8,Yes,Phone,Low
638,2024-03-28,Other,Medium,102,58,3.1,Yes,Phone,Low
639,2024-12-08,Account,Medium,94,16,7.5,Yes,Chat,Low
640,2024-03-01,Other,High,111,26,9.7,No,Chat,Low
641,2024-10-26,Delivery,High,28,46,8.9,Yes,Email,Medium
642,2024-06-07,Other,Medium,158,48,0.7,No,Email,Low
643,2024-12-06,Account,High,137,9,6.1,Yes,Phone,Low
644,2024-11-18,Billing,High,136,65,3.8,No,Chat,Low
645,2024-04-26,Technical,Urgent,99,28,1.5,No,Chat,Low
646,2024-08-18,Delivery,Urgent,239,70,4.9,No,Chat,Low
647,2024-05-13,Account,Urgent,162,37,2.2,No,Phone,Low
648,2024-09-24,Technical,Medium,65,10,5.6,Yes,Chat,Low
649,2024-03-07,Account,Medium,192,26,7.4,Yes,Chat,Low
650,2024-09-22,Delivery,Urgent,213,16,6.5,Yes,Email,Low
651,2024-08-03,Other,Low,26,16,5.9,Yes,Phone,Medium
652,2024-07-01,Billing,Urgent,64,27,8.0,Yes,Phone,Low
653,2024-10-20,Delivery,High,119,65,1.9,Yes,Phone,Low
654,2024-07-28,Billing,Low,80,35,2.0,Yes,Email,Low
655,2024-04-14,Technical,High,171,50,9.8,Yes,Phone,Low
656,2024-10-04,Technical,High,85,20,2.9,No,Phone,Low
657,2024-05-10,Delivery,Medium,229,59,2.3,No,Phone,Low
658,2024-01-11,Technical,High,219,12,2.1,No,Chat,Low
659,2024-12-18,Technical,Low,94,36,8.7,Yes,Email,Low
660,2024-01-09,Delivery,Medium,62,7,2.9,No,Phone,Low
661,2024-12-01,Delivery,Medium,84,31,7.5,Yes,Phone,Low
662,2024-07-31,Delivery,Medium,207,14,5.9,Yes,Chat,Low
663,2024-10-09,Other,Medium,98,3,5.5,No,Chat,High
664,2024-02-11,Account,High,87,64,7.1,Yes,Chat,Low
665,2024-12-14,Technical,Low,31,36,7.3,No,Phone,Medium
666,2024-02-29,Billing,Urgent,179,33,7.3,No,Phone,Low
667,2024-09-25,Technical,High,179,50,4.3,Yes,Chat,Low
668,2024-06-25,Other,Urgent,157,14,6.2,No,Chat,Low
669,2024-03-26,Technical,Urgent,178,50,9.2,Yes,Email,Low
670,2024-10-26,Delivery,Urgent,84,36,3.5,Yes,Chat,Low
671,2024-08-04,Delivery,Medium,188,61,1.1,Yes,Phone,Low
672,2024-08-23,Other,Low,194,40,3.9,No,Email,Low
673,2024-06-20,Delivery,Low,212,66,5.5,Yes,Phone,Low
674,2024-09-26,Delivery,Medium,66,28,2.7,Yes,Email,Low
675,2024-04-06,Delivery,Urgent,175,65,8.4,No,Chat,Low
676,2024-08-09,Technical,Low,149,12,2.0,No,Email,Low
677,2024-03-25,Other,Medium,155,28,5.1,No,Phone,Medium
678,2024-03-05,Delivery,Medium,11,43,8.9,No,Phone,High
679,2024-07-15,Billing,Low,169,51,0.6,Yes,Email,Low
680,2024-03-03,Billing,Urgent,108,70,3.8,No,Email,Low
681,2024-09-29,Technical,Urgent,221,22,1.9,Yes,Phone,Low
682,2024-03-14,Account,Low,122,66,8.8,Yes,Email,Low
683,2024-12-21,Billing,Urgent,224,64,9.1,No,Email,Low
684,2024-03-16,Technical,Urgent,75,70,8.0,No,Phone,Low
685,2024-02-06,Account,High,114,16,6.0,Yes,Chat,Low
686,2024-02-08,Account,High,200,63,2.6,Yes,Chat,Low
687,2024-11-07,Account,High,178,29,8.3,Yes,Chat,Low
688,2024-03-24,Billing,Medium,182,16,6.5,No,Chat,Medium
689,2024-07-30,Technical,Low,30,63,9.4,No,Email,High
690,2024-11-08,Delivery,High,163,14,7.2,No,Chat,Low
691,2024-08-03,Delivery,High,38,7,2.5,Yes,Phone,Low
692,2024-12-02,Account,High,17,26,3.8,No,Chat,Medium
693,2024-01-04,Other,High,43,39,5.3,Yes,Phone,Low
694,2024-01-06,Account,Medium,139,48,0.5,No,Chat,Low
695,2024-08-13,Technical,High,72,12,1.5,Yes,Phone,Low
696,2024-06-09,Technical,Medium,52,64,2.1,Yes,Email,Low
697,2024-10-05,Other,Urgent,51,72,7.8,Yes,Chat,Low
698,2024-10-01,Account,Urgent,43,32,7.6,Yes,Phone,Low
699,2024-07-03,Other,High,104,61,5.1,No,Phone,Low
700,2024-03-09,Delivery,Urgent,85,47,7.3,Yes,Chat,Low
701,2024-01-08,Delivery,High,217,46,2.6,No,Chat,Low
702,2024-12-25,Other,Medium,104,71,9.0,No,Phone,Medium
703,2024-04-07,Account,Urgent,147,28,4.5,Yes,Chat,Low
704,2024-09-29,Account,Low,65,2,6.5,No,Email,High
705,2024-07-19,Technical,High,233,5,7.6,No,Chat,Medium
706,2024-10-04,Other,High,192,9,0.6,No,Chat,Low
707,2024-05-29,Technical,High,18,16,1.6,No,Email,Medium
708,2024-06-10,Technical,Low,45,9,4.0,Yes,Email,Low
709,2024-08-21,Other,Urgent,21,34,9.9,No,Email,Medium
710,2024-11-22,Technical,High,183,9,9.0,Yes,Phone,Low
711,2024-07-04,Other,High,23,7,6.0,Yes,Chat,Medium
712,2024-05-01,Technical,High,143,68,5.0,Yes,Email,Low
713,2024-10-25,Account,High,82,67,9.8,Yes,Phone,Low
714,2024-06-12,Delivery,Low,172,63,6.2,Yes,Phone,Low
715,2024-12-22,Delivery,High,199,56,3.2,Yes,Chat,Low
716,2024-10-22,Account,Urgent,134,34,6.8,Yes,Phone,Low
717,2024-10-29,Account,Urgent,155,28,5.7,Yes,Chat,Low
718,2024-03-30,Account,Medium,88,69,5.8,Yes,Phone,Low
719,2024-03-27,Delivery,Medium,26,19,8.4,No,Email,High
720,2024-07-10,Account,Urgent,72,31,3.2,No,Chat,Low
721,2024-07-04,Technical,Low,201,50,1.0,Yes,Email,Low
722,2024-01-03,Billing,Medium,155,17,8.0,Yes,Chat,Low
723,2024-07-23,Billing,Medium,74,61,5.4,No,Chat,Medium
724,2024-12-10,Account,Low,76,8,6.5,Yes,Email,Low
725,2024-12-09,Other,Urgent,31,67,6.6,No,Chat,Low
726,2024-10-29,Other,Medium,97,19,3.5,No,Email,Low
727,2024-02-19,Billing,Low,127,48,4.6,No,Chat,Low
728,2024-03-23,Account,Medium,103,44,9.3,Yes,Phone,Low
729,2024-11-27,Delivery,High,129,30,7.4,Yes,Email,Low
730,2024-09-24,Technical,Medium,123,8,7.5,Yes,Chat,Low
731,2024-02-01,Other,Urgent,216,48,2.0,Yes,Email,Low
732,2024-05-20,Other,Low,115,8,3.1,No,Email,Low
733,2024-05-21,Account,High,27,72,8.8,Yes,Phone,Medium
734,2024-01-22,Billing,Urgent,98,6,6.1,No,Phone,Medium
735,2024-03-06,Account,High,133,40,8.0,No,Email,Low
736,2024-12-01,Billing,High,117,33,3.5,No,Email,Low
737,2024-02-10,Account,Medium,224,30,1.0,Yes,Email,Low
738,2024-10-17,Account,High,139,44,6.2,No,Chat,Low
739,2024-06-28,Other,High,147,45,4.5,No,Chat,Low
740,2024-04-20,Account,Medium,46,55,2.8,Yes,Chat,Low
741,2024-08-18,Technical,Low,235,27,3.2,No,Email,Low
742,2024-01-15,Other,Medium,18,39,8.8,No,Chat,High
743,2024-11-16,Delivery,High,5,20,0.6,Yes,Email,Low
744,2024-05-15,Account,Medium,72,66,10.0,No,Email,Medium
745,2024-10-19,Billing,Medium,171,55,6.3,No,Email,Medium
746,2024-02-16,Delivery,High,110,65,5.0,No,Email,Low
747,2024-12-09,Delivery,Urgent,135,24,3.1,Yes,Chat,Low
748,2024-08-23,Delivery,High,30,45,6.1,Yes,Chat,Medium
749,2024-10-27,Billing,Medium,145,16,8.9,No,Chat,Medium
750,2024-08-03,Other,Urgent,38,71,1.0,No,Email,Low
751,2024-10-04,Delivery,Medium,189,17,2.4,Yes,Chat,Low
752,2024-08-23,Billing,Low,141,27,2.5,No,Phone,Low
753,2024-11-19,Billing,Urgent,47,25,1.2,Yes,Email,Low
754,2024-04-04,Billing,High,170,50,8.2,Yes,Chat,Low
755,2024-05-04,Technical,Low,106,21,6.6,Yes,Email,Low
756,2024-03-19,Account,Low,48,71,4.5,Yes,Email,Low
757,2024-01-21,Delivery,Low,167,68,1.4,Yes,Phone,Low
758,2024-04-18,Account,Low,211,61,8.3,Yes,Email,Low
759,2024-11-21,Other,Urgent,37,1,2.7,No,Chat,Medium
760,2024-07-11,Billing,Medium,39,19,3.7,No,Chat,Low
761,2024-02-12,Delivery,Low,201,59,0.6,Yes,Phone,Low
762,2024-04-22,Billing,High,222,55,9.1,No,Email,Low
763,2024-01-05,Account,Urgent,91,68,2.6,Yes,Chat,Low
764,2024-06-19,Technical,Low,30,33,3.0,No,Phone,Medium
765,2024-02-06,Account,Medium,113,46,3.1,No,Chat,Low
766,2024-09-13,Delivery,Low,139,38,2.8,No,Chat,Low
767,2024-08-04,Account,High,156,34,5.5,Yes,Phone,Low
768,2024-12-13,Other,High,63,2,0.8,No,Phone,Medium
769,2024-05-28,Account,Low,196,41,6.2,Yes,Chat,Low
770,2024-03-07,Other,Urgent,220,32,8.0,No,Phone,Low
771,2024-02-03,Billing,Medium,205,31,5.6,No,Phone,Medium
772,2024-03-22,Account,Medium,11,68,9.0,Yes,Email,Medium
773,2024-09-12,Delivery,Urgent,110,27,6.7,No,Phone,Low
774,2024-05-16,Other,Medium,207,33,1.2,Yes,Chat,Low
775,2024-09-30,Technical,Medium,13,35,3.8,Yes,Email,Medium
776,2024-04-07,Billing,Low,87,6,7.1,No,Chat,High
777,2024-10-29,Billing,High,240,16,0.9,Yes,Chat,Low
778,2024-03-31,Account,Urgent,118,58,6.4,No,Phone,Low
779,2024-12-10,Other,Medium,208,55,4.9,Yes,Phone,Low
780,2024-02-09,Account,Low,233,2,9.8,No,Chat,High
781,2024-03-17,Delivery,Medium,87,4,8.0,No,Email,High
782,2024-11-07,Delivery,Urgent,228,4,8.0,Yes,Phone,Medium
783,2024-10-13,Technical,Urgent,69,65,5.7,No,Chat,Low
784,2024-03-02,Account,High,97,18,5.7,No,Chat,Low
785,2024-10-02,Billing,Urgent,96,2,7.1,No,Chat,Medium
786,2024-04-11,Account,Medium,14,25,5.8,No,Email,High
787,2024-08-27,Other,High,44,71,6.8,No,Chat,Low
788,2024-04-23,Technical,Medium,82,38,2.1,Yes,Chat,Low
789,2024-08-18,Delivery,High,52,3,6.7,Yes,Email,Medium
790,2024-06-30,Delivery,High,96,34,0.7,Yes,Email,Low
791,2024-01-07,Delivery,Low,199,29,5.4,Yes,Chat,Low
792,2024-05-23,Other,Medium,207,71,3.5,Yes,Chat,Low
793,2024-10-26,Other,Low,9,17,1.1,Yes,Phone,Medium
794,2024-01-09,Billing,Low,140,3,4.5,No,Phone,Medium
795,2024-01-17,Technical,High,48,37,4.1,No,Phone,Low
796,2024-08-25,Technical,Medium,66,34,5.4,Yes,Chat,Low
797,2024-03-03,Account,Low,76,13,5.0,Yes,Chat,Low
798,2024-09-20,Delivery,Medium,118,14,3.1,Yes,Chat,Low
799,2024-11-17,Delivery,Low,164,35,1.5,No,Email,Low
800,2024-09-06,Delivery,Urgent,203,37,7.3,Yes,Phone,Low
801,2024-07-12,Account,Medium,17,56,5.4,No,Chat,High
802,2024-11-03,Account,Low,44,50,8.5,No,Email,Medium
803,2024-02-10,Billing,Low,110,53,7.7,No,Phone,Medium
804,2024-08-23,Billing,High,119,7,4.7,No,Chat,Low
805,2024-04-20,Account,Low,195,25,8.7,Yes,Phone,Low
806,2024-01-10,Other,High,65,28,6.7,No,Email,Low
807,2024-06-14,Account,Medium,118,6,7.8,No,Chat,High
808,2024-02-10,Account,Low,115,12,4.8,No,Email,Low
809,2024-08-01,Account,High,226,64,6.7,No,Email,Low
810,2024-05-14,Technical,Low,155,27,3.4,No,Phone,Low
811,2024-07-04,Technical,Medium,51,29,4.5,No,Chat,Low
812,2024-06-10,Delivery,Urgent,61,64,5.0,No,Email,Low
813,2024-04-30,Account,High,184,13,3.8,Yes,Email,Low
814,2024-04-19,Billing,Urgent,178,10,1.8,No,Phone,Low
